"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"Brain and Other Nervous System"	"31010-31040"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	948	4262721	22.2
	"Brain and Other Nervous System"	"31010-31040"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	980	4437014	22.1
	"Brain and Other Nervous System"	"31010-31040"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	1067	4703997	22.7
	"Brain and Other Nervous System"	"31010-31040"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	1084	4907092	22.1
	"Brain and Other Nervous System"	"31010-31040"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	1077	5085015	21.2
	"Brain and Other Nervous System"	"31010-31040"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	1159	5178255	22.4
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	791	4010018	19.7
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	737	4057378	18.2
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	647	3989844	16.2
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	742	3958794	18.7
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	697	4063739	17.2
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	733	4085761	17.9
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	769	4059036	18.9
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	726	4053937	17.9
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	810	4067511	19.9
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	788	4134929	19.1
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	734	4227094	17.4
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	754	4297333	17.5
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	644	4374439	14.7
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	888	3187352	27.9
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	814	3267028	24.9
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	809	3245301	24.9
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	912	3244344	28.1
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	848	3353558	25.3
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	927	3390824	27.3
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	893	3393881	26.3
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	887	3410961	26.0
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	844	3442551	24.5
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	918	3521253	26.1
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	892	3620356	24.6
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	943	3697788	25.5
	"Brain and Other Nervous System"	"31010-31040"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	892	3769569	23.7
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	755	3552768	21.3
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	759	3667360	20.7
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	738	3626349	20.4
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	716	3638439	19.7
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	814	3779613	21.5
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	789	3803625	20.7
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	721	3767857	19.1
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	732	3734126	19.6
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	741	3683038	20.1
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	699	3625525	19.3
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	764	3573280	21.4
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	635	3557745	17.8
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	681	3534649	19.3
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	717	2500102	28.7
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	756	2590756	29.2
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	736	2588008	28.4
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	743	2625905	28.3
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	787	2758412	28.5
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	828	2815015	29.4
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	857	2828284	30.3
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	795	2837339	28.0
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	829	2827138	29.3
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	823	2809109	29.3
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	834	2791177	29.9
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	780	2804898	27.8
	"Brain and Other Nervous System"	"31010-31040"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	781	2807216	27.8
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	522	2561501	20.4
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	537	2651418	20.3
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	518	2700696	19.2
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	523	2791461	18.7
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	579	2947675	19.6
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	697	3065044	22.7
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	620	3090556	20.1
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	629	3088440	20.4
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	639	3083732	20.7
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	654	3082267	21.2
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	651	3050893	21.3
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	609	3036278	20.1
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	575	3001357	19.2
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	427	1518764	28.1
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	501	1588670	31.5
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	460	1641752	28.0
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	492	1716412	28.7
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	518	1827895	28.3
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	569	1913150	29.7
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	597	1951548	30.6
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	556	1973881	28.2
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	564	2001549	28.2
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	594	2030746	29.3
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	623	2045977	30.5
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	560	2071102	27.0
	"Brain and Other Nervous System"	"31010-31040"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	546	2078071	26.3
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	392	2472814	15.9
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	407	2572012	15.8
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	455	2581848	17.6
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	418	2626641	15.9
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	420	2780061	15.1
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	495	2864855	17.3
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	554	2932403	18.9
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	550	3019641	18.2
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	529	3103899	17.0
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	584	3174934	18.4
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	611	3256693	18.8
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	563	3337248	16.9
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	514	3393214	15.1
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	224	1000242	22.4
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	250	1054243	23.7
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	267	1073371	24.9
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	294	1110879	26.5
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	283	1197092	23.6
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	291	1254392	23.2
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	347	1311223	26.5
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	382	1379750	27.7
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	362	1446344	25.0
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	406	1507160	26.9
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	448	1570283	28.5
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	371	1634369	22.7
	"Brain and Other Nervous System"	"31010-31040"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	438	1688433	25.9
	"Breast"	"26000"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	70	6515194	1.1
	"Breast"	"26000"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	77	6832644	1.1
	"Breast"	"26000"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	84	7016949	1.2
	"Breast"	"26000"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	87	7225452	1.2
	"Breast"	"26000"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	96	7672599	1.3
	"Breast"	"26000"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	91	7897163	1.2
	"Breast"	"26000"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	94	7907801	1.2
	"Breast"	"26000"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	97	7906974	1.2
	"Breast"	"26000"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	117	7908498	1.5
	"Breast"	"26000"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	98	7929480	1.2
	"Breast"	"26000"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	119	7983893	1.5
	"Breast"	"26000"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	112	8066627	1.4
	"Breast"	"26000"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	108	8119266	1.3
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	554	6947647	8.0
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	540	6960842	7.8
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	544	6711767	8.1
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	547	6699773	8.2
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	574	7030735	8.2
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	576	7289675	7.9
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	582	7445727	7.8
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	604	7666181	7.9
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	666	7818890	8.5
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	631	7934387	8.0
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	651	7984774	8.2
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	664	7989184	8.3
	"Breast"	"26000"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	639	7934359	8.1
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	1941	7469121	26.0
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	1942	7569804	25.7
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	2061	7526353	27.4
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	1956	7553532	25.9
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	2079	7784741	26.7
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	2065	7779515	26.5
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	2023	7570818	26.7
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	1891	7361279	25.7
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	1881	7296798	25.8
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	1967	7336667	26.8
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	1947	7452713	26.1
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	1909	7600790	25.1
	"Breast"	"26000"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	1990	7682974	25.9
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	5233	8496159	61.6
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	5155	8555275	60.3
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	5104	8270672	61.7
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	4753	8137832	58.4
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	5020	8267650	60.7
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	5054	8241429	61.3
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	4886	8170943	59.8
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	4911	8202400	59.9
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	4880	8162970	59.8
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	4890	8064097	60.6
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	4787	7900598	60.6
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	4446	7697830	57.8
	"Breast"	"26000"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	4331	7403447	58.5
	"Breast"	"26000"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	19	8627908	0.2
	"Breast"	"26000"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	19	8693407	0.2
	"Breast"	"26000"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	17	8354550	0.2
	"Breast"	"26000"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	22	8241457	0.3
	"Breast"	"26000"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	19	8063408	0.2
	"Breast"	"26000"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	19	7847313	0.2
	"Breast"	"26000"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	21	7557263	0.3
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	10161	8367890	121.4
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	10280	8647523	118.9
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	10387	8669155	119.8
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	10269	8765865	117.1
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	10757	9118975	118.0
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	11009	9281441	118.6
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	10890	9151033	119.0
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	10916	8928994	122.3
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	10672	8692790	122.8
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	10253	8455799	121.3
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	10210	8256044	123.7
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	9633	8186287	117.7
	"Breast"	"26000"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	9533	8142049	117.1
	"Breast"	"26000"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	36	8397751	0.4
	"Breast"	"26000"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	34	8689729	0.4
	"Breast"	"26000"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	23	8714948	0.3
	"Breast"	"26000"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	34	8813213	0.4
	"Breast"	"26000"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	46	9157376	0.5
	"Breast"	"26000"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	47	9322774	0.5
	"Breast"	"26000"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	30	9190491	0.3
	"Breast"	"26000"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	51	8988413	0.6
	"Breast"	"26000"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	46	8760186	0.5
	"Breast"	"26000"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	46	8546125	0.5
